ANO_INGRESSO,ANO_EVASAO,ID_SEXO,ID_ETNIA,INGRESSO,COTA,CHAMADA,SITUACAO,NOME_CURSO_AJUSTADO,TURNO_CURSO,SIGLA_CENTRO,DURACAO,CENSURA,TEMPO
2021,,2,6,Transferências,Sem informação,Sem informação,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,2,6,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,2,6,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,2,4,SiSU,Social,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,2021.0,2,2,SiSU,Social,Chamada,Desistência,Engenharia Civil,D,CT,5.0,0,0.0
2021,,2,4,SiSU,Social,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Racial,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Social,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Racial,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,2022.0,2,1,SiSU,Universal,Chamada,Desistência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,6,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,2,SiSU,Social,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2022,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,2,1,SiSU,Social,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2021,,2,1,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,2,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,6,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2021,,1,1,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,1.0
2022,,2,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,2,4,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,6,SiSU,Universal,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,2,1,SiSU,Universal,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,6,SiSU,Universal,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,2,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,2,1,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Racial,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,2,1,SiSU,Racial,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Universal,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,2,2,SiSU,Social,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,2,2,SiSU,Social,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,2,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,6,SiSU,Social,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Social,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,6,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,4,SiSU,PCD,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,2,6,SiSU,Social,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Social,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2010,2014.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2015.0,1,4,Vestibular,Racial,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2015.0,2,1,Convênios,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2014.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2022,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,1,1,SiSU,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,2,2,SiSU,Racial,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,,2,4,SiSU,Social,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,0.0
2022,2022.0,2,4,SiSU,Racial,Chamada,Desistência,Engenharia Civil,D,CT,5.0,0,0.0
2010,2014.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2011.0,2,1,Processo Seletivo Seriado,Sem informação,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,1.0
2010,2014.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2014.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2014.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,,2,1,Vestibular,PCD,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,12.0
2010,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,,1,1,Vestibular,Escola Pública,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,12.0
2010,2011.0,2,1,Vestibular,Universal,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,1.0
2010,2014.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2016.0,2,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2014.0,1,1,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2015.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2012.0,2,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,2.0
2010,2012.0,1,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,2.0
2010,2013.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,3.0
2010,2014.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2014.0,2,1,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2014.0,1,6,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2015.0,1,4,Vestibular,Racial,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,5.0
2010,2014.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2014.0,1,6,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2015.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2014.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2015.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2016.0,2,1,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2017.0,1,6,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,7.0
2010,2015.0,1,1,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2013.0,2,1,Vestibular,Universal,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,3.0
2010,2013.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,3.0
2010,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2012.0,1,6,Processo Seletivo Seriado,Sem informação,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,2.0
2010,2014.0,1,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2015.0,1,1,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2013.0,1,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,3.0
2010,2013.0,1,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,3.0
2010,2016.0,1,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2015.0,1,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2014.0,2,4,Vestibular,Racial,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2013.0,2,1,Vestibular,Universal,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,3.0
2010,2019.0,1,4,Vestibular,Racial,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,9.0
2010,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2017.0,1,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,7.0
2010,2015.0,2,1,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2016.0,1,1,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2015.0,1,1,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2021.0,1,1,Vestibular,Universal,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,11.0
2010,2021.0,2,4,Vestibular,Racial,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,11.0
2010,2016.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2012.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,2.0
2010,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2015.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2016.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2012.0,2,1,Vestibular,Universal,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,2.0
2010,2016.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2011.0,1,1,Vestibular,Escola Pública,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,1.0
2010,2015.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2015.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2015.0,1,1,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2016.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2015.0,1,6,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2015.0,2,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2017.0,1,4,Vestibular,Racial,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,7.0
2010,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2016.0,2,1,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2015.0,1,6,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2015.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2010,2017.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,7.0
2010,2015.0,1,4,Vestibular,Racial,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2015.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2019.0,1,6,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,9.0
2010,2014.0,2,1,Processo Seletivo Seriado,Sem informação,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2014.0,1,4,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2010,2018.0,2,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,8.0
2010,2017.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,7.0
2010,2013.0,1,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,3.0
2010,2013.0,1,4,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,3.0
2010,2012.0,1,1,Transferências,Sem informação,Sem informação,Desistência,Engenharia Civil,D,CT,5.0,0,2.0
2010,2011.0,1,1,Transferências,Sem informação,Sem informação,Desistência,Engenharia Civil,D,CT,5.0,0,1.0
2010,2012.0,2,4,Transferências,Sem informação,Sem informação,Desistência,Engenharia Civil,D,CT,5.0,0,2.0
2011,,1,2,Vestibular,Racial,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,11.0
2010,2015.0,2,1,Processo Seletivo Seriado,Sem informação,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2016.0,1,1,Vestibular,Universal,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2010,2011.0,2,1,Vestibular,Universal,Chamada,Desistência,Engenharia Civil,D,CT,5.0,0,1.0
2011,2018.0,1,2,Vestibular,Racial,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,7.0
2011,2016.0,2,1,Vestibular,Universal,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2013.0,1,1,Processo Seletivo Seriado,Universal,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,2.0
2011,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2011,2017.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2016.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,,1,1,Vestibular,Universal,Sem informação,Permanência,Engenharia Civil,D,CT,5.0,0,11.0
2011,2016.0,2,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2015.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2011,2016.0,2,1,Processo Seletivo Seriado,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2016.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2012.0,1,1,Processo Seletivo Seriado,Universal,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,1.0
2011,2016.0,1,1,Vestibular,Universal,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2016.0,1,1,Vestibular,Universal,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2012.0,2,1,Processo Seletivo Seriado,Universal,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,1.0
2011,2017.0,1,4,Processo Seletivo Seriado,Racial,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2016.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2013.0,2,1,Processo Seletivo Seriado,Escola Pública,Listão,Falecido,Engenharia Civil,D,CT,5.0,0,2.0
2011,2017.0,2,1,Processo Seletivo Seriado,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2016.0,1,1,Processo Seletivo Seriado,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2017.0,1,1,Vestibular,Universal,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2016.0,2,1,Vestibular,PCD,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2013.0,2,6,Vestibular,Universal,Sem informação,Desistência,Engenharia Civil,D,CT,5.0,0,2.0
2011,2016.0,1,1,Vestibular,Escola Pública,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2016.0,1,2,Vestibular,Racial,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2015.0,1,1,Vestibular,Escola Pública,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2011,2016.0,1,1,Vestibular,Universal,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2015.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2011,2015.0,1,1,Vestibular,Universal,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2011,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2011,2017.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,,1,1,Vestibular,PCD,Listão,Permanência,Engenharia Civil,D,CT,5.0,0,11.0
2011,2014.0,2,1,Vestibular,PCD,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,3.0
2011,2018.0,2,1,Processo Seletivo Seriado,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,7.0
2011,2016.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2018.0,2,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,7.0
2011,2017.0,1,1,Processo Seletivo Seriado,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2016.0,1,1,Processo Seletivo Seriado,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2013.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,2.0
2011,2017.0,2,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2017.0,2,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2015.0,1,1,Processo Seletivo Seriado,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,4.0
2011,2017.0,1,1,Processo Seletivo Seriado,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2016.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2018.0,1,2,Vestibular,Racial,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,7.0
2011,2016.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2017.0,2,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2016.0,1,1,Processo Seletivo Seriado,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2017.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,,1,1,Vestibular,Escola Pública,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,11.0
2011,,1,1,Vestibular,Universal,Chamada,Permanência,Engenharia Civil,D,CT,5.0,0,11.0
2011,2012.0,1,2,Vestibular,Racial,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,1.0
2011,2017.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2014.0,1,1,Reingresso,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,3.0
2011,2019.0,2,6,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,8.0
2011,2018.0,2,2,Vestibular,Racial,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,7.0
2011,2016.0,1,1,Vestibular,Escola Pública,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2012.0,2,1,Vestibular,Escola Pública,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,1.0
2011,2017.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2016.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2017.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2018.0,1,1,Vestibular,Escola Pública,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,7.0
2011,2017.0,1,1,Vestibular,Escola Pública,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2018.0,1,2,Vestibular,Racial,Chamada,Desistência,Engenharia Civil,D,CT,5.0,0,7.0
2011,2016.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2016.0,2,1,Processo Seletivo Seriado,Universal,Chamada,Desistência,Engenharia Civil,D,CT,5.0,0,5.0
2011,2017.0,2,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2017.0,2,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2018.0,2,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,7.0
2011,2016.0,1,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2012.0,1,1,Transferências,Sem informação,Sem informação,Desistência,Engenharia Civil,D,CT,5.0,0,1.0
2012,2017.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2016.0,1,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2012,2013.0,1,1,Vestibular,Universal,Listão,Desistência,Engenharia Civil,D,CT,5.0,0,1.0
2012,2017.0,2,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2012,2015.0,1,1,Vestibular,Universal,Listão,Conclusão,Engenharia Civil,D,CT,5.0,1,3.0
2011,2017.0,2,1,Transferências,Sem informação,Sem informação,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
2011,2016.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,5.0
2011,2017.0,1,1,Vestibular,Universal,Chamada,Conclusão,Engenharia Civil,D,CT,5.0,1,6.0
